show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s462,Movie,American Experience: The Island Murder,Mark Zwonitzer,Blair Brown,United States,01-May-19,2018,TV-14,53 min,Documentaries,"In 1931, a young Navy wife tore apart Hawaii on racial lines after claiming she was raped by a gang of nonwhite islanders."
s463,Movie,American Factory,"Steven Bognar, Julia Reichert",,United States,21-Aug-19,2019,TV-14,110 min,Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
s464,Movie,American Factory: A Conversation with the Obamas,,"President Barack Obama, Michelle Obama, Julia Reichert, Steven Bognar",United States,05-Sep-19,2019,TV-G,10 min,Documentaries,Barack and Michelle Obama talk with directors Steven Bognar and Julia Reichert about the documentary and the importance of storytelling.
s465,Movie,American Hangman,Wilson Coneybeare,"Donald Sutherland, Vincent Kartheiser, Oliver Dennis, Paul Braunstein, Paul Amato, Matt Baram, Dan Beirne, Joanne Boland, Jamie Jacqueline Burns, Alexander Crowther",Canada,30-Jul-19,2019,TV-MA,99 min,Thrillers,"A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death."
s466,Movie,American Heist,Sarik Andreasyan,"Hayden Christensen, Adrien Brody, Jordana Brewster, Tory Kittles, Akon, Luis Da Silva Jr., Lance E. Nichols, Joe Chrest","Canada, Luxembourg",23-Oct-19,2014,R,95 min,"Action & Adventure, Dramas",An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.
s467,Movie,American History X,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry",United States,01-Nov-19,1998,R,119 min,Dramas,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?
s468,Movie,American Honey,Andrea Arnold,"Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi, Arielle Holmes","United Kingdom, United States",27-Apr-19,2016,R,163 min,"Dramas, Independent Movies","A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip."
s469,TV Show,American Horror Story,,"Evan Peters, Sarah Paulson, Jessica Lange, Denis O'Hare, Kathy Bates, Angela Bassett, Lily Rabe, Frances Conroy, Cheyenne Jackson, Emma Roberts, Taissa Farmiga, Wes Bentley, Finn Wittrock, Chloë Sevigny, Zachary Quinto, Jamie Brewer, Naomi Grossman, Dylan McDermott, Gabourey Sidibe, Lady Gaga, Mare Winningham, Joseph Fiennes, Michael Chiklis, Matt Bomer, Lizzie Brocheré, Erika Ervin, Mat Fraser, Rose Siggins, Connie Britton, James Cromwell, Adina Porter, Jyoti Amge, Billie Lourde, Alison Pill, Billy Eichner, Leslie Grossman, Colton Haynes, Cuba Gooding Jr., André Holland, Danny Huston",United States,13-Nov-20,2019,TV-MA,9 Seasons,"TV Horror, TV Mysteries, TV Thrillers","This twisted Emmy-winning drama plays upon the power of supernatural fears and everyday horrors, exploring humankind's unsettling capacity for evil."
s470,Movie,American Masters: Ted Williams,Nick Davis,Ted Williams,United States,01-Apr-19,2018,TV-MA,55 min,"Documentaries, Sports Movies","Baseball legend Ted Williams fights to become the greatest hitter of all time as he battles family, teammates, the press and even the fans."
s471,Movie,American Murder: The Family Next Door,Jenny Popplewell,,United States,30-Sep-20,2020,TV-MA,84 min,Documentaries,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed."
s472,TV Show,American Odyssey,,"Anna Friel, Peter Facinelli, Jake Robinson, Jim True-Frost, Treat Williams, Sadie Sink, Omar Ghazaoui, Nate Mooney, Elena Kampouris, Daniella Pineda, Adewale Akinnuoye-Agbaje",United States,05-Apr-16,2015,TV-14,1 Season,"TV Dramas, TV Thrillers","An elite soldier, a corporate lawyer and a political activist uncover a deadly conspiracy linking terrorists to a powerful American corporation."
s473,Movie,American Pie 9: Girls' Rules,Mike Elliott,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory",United States,06-Oct-20,2020,R,96 min,Comedies,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.
s474,Movie,American Psycho,Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada",01-Sep-19,2000,R,102 min,"Comedies, Cult Movies, Dramas","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
s475,Movie,American Son,Kenny Leon,"Kerry Washington, Steven Pasquale, Jeremy Jordan, Eugene Lee",United States,01-Nov-19,2019,TV-MA,90 min,Dramas,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.
s476,TV Show,American Vandal,,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg",United States,14-Sep-18,2018,TV-MA,2 Seasons,"Crime TV Shows, TV Comedies, Teen TV Shows","A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery."
s477,Movie,American Warfighter,Jerry G. Angelo,"Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj",United States,13-Sep-19,2019,TV-MA,106 min,Dramas,"A Navy SEAL haunted by wartime memories tries to rebuild his life at home, even as one last mission threatens to unravel everything."
s478,Movie,Amit Tandon: Family Tandoncies,,Amit Tandon,India,28-Feb-20,2019,TV-14,72 min,Stand-Up Comedy,"From the death of romance in marriage to the injustices of modern-day parenting, Amit Tandon shares wisdom and wisecracks as a battle-scarred family guy."
s479,TV Show,AMO,,"Derek Ramsay, Vince Rillon, Allen Dizon, Felix Roco, Ruby Ruiz",Philippines,09-Apr-18,2017,TV-MA,1 Season,"International TV Shows, TV Dramas","Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption."
s480,Movie,Among Family,Ozan Açıktan,"Engin Günaydın, Demet Evgar, Erdal Özyagcilar, Su Kutlu, Devrim Yakut, Fatih Artman, Gülse Birsel, Sevket Çoruh, Derya Karadas, Devin Özgür Cinar",Turkey,15-Feb-19,2017,TV-14,127 min,"Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter."
s481,Movie,Amrapali,Lekh Tandon,"Vyjayantimala, Sunil Dutt, Prem Nath, Bipin Gupta, Gajanan Jagirdar, Zul Vellani, K.N. Singh, Randhir",India,01-Jul-17,1966,TV-PG,116 min,"Dramas, International Movies, Music & Musicals","In the age of Buddha and his philosophy of nonviolence, a warmonger king plots the destruction of an enemy kingdom to rescue the woman he loves."
s482,Movie,Amy,Asif Kapadia,"Amy Winehouse, Lauren Gilbert",United Kingdom,26-Jul-18,2015,R,128 min,"Documentaries, International Movies, Music & Musicals",Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.
s483,Movie,Amy Schumer Growing,Amy Schumer,Amy Schumer,United States,19-Mar-19,2019,TV-MA,61 min,Stand-Up Comedy,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
s484,Movie,Amy Schumer: The Leather Special,Amy Schumer,Amy Schumer,United States,07-Mar-17,2017,TV-MA,57 min,Stand-Up Comedy,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."
s485,Movie,An American in Madras,Karan Bali,,India,01-Jan-17,2013,TV-PG,80 min,"Documentaries, International Movies","Extensive film clips and interviews tell the story of American filmmaker Ellis R. Dungan, who spent 15 years in India and helped define Tamil cinema."
s486,Movie,An American Tail,Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",United States,01-Apr-18,1986,G,80 min,Children & Family Movies,"Fievel, a young Russian mouse, immigrates to America and must make his own way in the strange and sometimes perilous new world."
s487,Movie,An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",United States,01-Apr-18,1991,G,75 min,Children & Family Movies,"Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline."
s488,Movie,An American Tail: The Mystery of the Night Monster,Larry Latham,"Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett",United States,01-Apr-18,1999,G,75 min,Children & Family Movies,"When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery."
s489,Movie,An American Tail: The Treasures of Manhattan Island,Larry Latham,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",United States,01-Apr-18,2000,G,79 min,Children & Family Movies,"When Fievel and friends go hunting for buried treasure beneath the ruins of an old subway tunnel, they stumble onto something surprising."
s490,Movie,An Easy Girl,Rebecca Zlotowski,"Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, ""Riley"" Lakdhar Dridi, Henri-Noël Tabary",France,13-Aug-20,2019,TV-MA,93 min,"Comedies, Dramas, International Movies",A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.
s491,Movie,An Egyptian Story,Youssef Chahine,"Nour El-Sherif, Magda El-Khatib, Yousra, Mohsen Mohiedine, Oussama Nadir, Layla Hamadah, Mohamed Mounir, Ragaa Hussein",Egypt,18-Jun-20,1982,TV-MA,129 min,"Classic Movies, Dramas, International Movies","While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes."
s492,Movie,An Evening with Beverly Luff Linn,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex","United Kingdom, United States",17-Jun-20,2018,R,108 min,"Comedies, Independent Movies","When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him."
s493,Movie,An Hour and a Half,Wael Ehsan,"Eyad Nassar, Ahmed Bedir, Fathy Abdel Wahab, Sawsan Badr, Maged El Kedwany, Tarek Abdel Aziz, Karima Mokhtar, Yousra El Lozy, Somaya El Khashab, Mohamed Emam",Egypt,26-Apr-19,2012,TV-14,87 min,"Dramas, International Movies","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars."
s494,Movie,An Imperfect Murder,James Toback,"Sienna Miller, Alec Baldwin, Charles Grodin, Colleen Camp, John Buffalo Mailer, Nick Mathews, Steven Prescod, Oliver ""Power"" Grant, James Toback",United States,13-Jan-21,2017,R,71 min,"Dramas, Thrillers","Haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place."
s495,TV Show,An Innocent Mistake,,"Jason Wang, Mathilde Lin, Mo Tzu Yi, Xi Man-Ning, Lin Mei-hsiu, Kelly Huang, Joy Pan",Taiwan,01-Jan-17,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Raised by three mothers, a self-assured teen in turmoil meets the father figure she never had. But she also stands to drive the man and his son apart."
s496,Movie,An Interview with God,Perry Lang,"Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas",United States,01-Mar-19,2018,TV-PG,97 min,"Dramas, Faith & Spirituality","After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God."
s497,Movie,An Ordinary Man,Brad Silberling,"Ben Kingsley, Hera Hilmar, Peter Serafinowicz","Serbia, United States",01-Oct-20,2017,R,91 min,"Dramas, Thrillers","A war criminal in hiding begins to suspect that the maid, his only confidant and contact with the outside world, may be hiding something herself."
s498,Movie,An Unremarkable Christmas,Juan Camilo Pinzon,"Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil",Colombia,17-Dec-20,2020,TV-14,83 min,"Comedies, Dramas, International Movies",An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.
s499,Movie,An Upper Egyptian,"Ismail Farouk, Hazem Fouda","Mohamed Ramadan, Randa El Behery, Nermin Maher, Inas El Naggar, Mayar El Gheity, Hassan Abdulfattah, Sabri Abdulmonem, Alaa Zenhom, Abdalah Mishrif, Mohamed Soliman",Egypt,20-Jun-19,2014,TV-MA,85 min,"Comedies, Dramas, International Movies","Eager to settle down, Abdullah searches for the right woman to marry – but the one he truly longs for may not feel the same way."
s500,Movie,Ana e Vitória,Matheus Souza,"Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias",Brazil,02-Nov-18,2018,TV-MA,116 min,"Comedies, International Movies, LGBTQ Movies","After meeting by chance, two young musicians with differing views on love and life record an album that drastically alters their lives."
s501,Movie,Anaamika,Sekhar Kammula,"Nayantara, Vaibhav Reddy, Pasupathy, Harshvardhan Rane, Thagubothu Ramesh, Vinay Varma, Dheer Charan Srivastav, D. Narsingh Rao",India,17-Sep-20,2014,TV-14,130 min,"International Movies, Thrillers","As a woman scours Hyderabad for her missing husband, she becomes entangled in a conspiracy that suggests there’s more to the mystery than meets the eye."
s502,Movie,Anarkali of Aarah,Avinash Das,"Swara Bhaskar, Sanjay Mishra, Vijay Kumar, Pankaj Tripathi, Mayur More, Ishtiyak Khan",India,01-Aug-17,2017,TV-MA,111 min,"Dramas, Independent Movies, International Movies","After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name."
s503,Movie,Anchor and Hope,Carlos Marques-Marcet,"Oona Chaplin, Natalia Tena, David Verdaguer, Geraldine Chaplin",Spain,15-Feb-19,2017,TV-MA,113 min,"Comedies, Dramas, LGBTQ Movies",Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.
s504,Movie,Anchor Baby,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius","Canada, Nigeria",20-May-20,2010,TV-MA,97 min,"Dramas, International Movies",A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.
s505,TV Show,Ancient Aliens,,Robert Clotworthy,United States,17-Sep-19,2018,TV-14,1 Season,"Docuseries, Science & Nature TV","Were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?"
s506,Movie,And Breathe Normally,Ísold Uggadóttir,"Kristín Thóra Haraldsdóttir, Babetida Sadjo, Patrik Nökkvi Pétursson","Iceland, Sweden, Belgium",04-Jan-19,2018,TV-14,102 min,"Dramas, Independent Movies, International Movies",An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
s507,Movie,Andaleeb El Dokki,Wael Ehsan,"Mohamed Henedi, Heba Nour, Dawood Hussain, Amr Abdel-Geleel, Mohammed El Sadaany, Mohamed Sherif Hassan",Egypt,02-Jun-20,2008,TV-14,106 min,"Comedies, International Movies","Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune."
s508,Movie,Andaz Apna Apna,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Mehmood, Deven Verma, Jagdeep, Shakti Kapoor",India,11-May-20,1994,TV-14,160 min,"Action & Adventure, Comedies, Cult Movies","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage."
s509,Movie,Andhadhun,Sriram Raghavan,"Tabu, Ayushmann Khurrana, Radhika Apte, Anil Dhawan, Manav Vij, Zakir Hussain, Ashwini Kalsekar, Chhaya Kadam, Pawan Singh, Kabir Sajid",India,16-Dec-18,2018,TV-14,137 min,"Comedies, Dramas, International Movies",A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.
s510,Movie,Andhaghaaram,V Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",,24-Nov-20,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
s511,Movie,Andhakaaram,V Vignarajan,"Vinoth Kishan, Arjun Das, Pooja Ramachandran, Kumar Natarajan, Misha Ghoshal, Arul Vincent, Chenthu Mohan, Pradeep Kalipurayath",India,24-Nov-20,2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences."
s512,Movie,André & his olive tree,Josiah Ng,André Chiang,Singapore,08-Dec-20,2020,TV-PG,104 min,"Documentaries, International Movies","As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection."
s513,Movie,Anelka: Misunderstood,Franck Nataf,Nicolas Anelka,France,05-Aug-20,2020,TV-14,95 min,"Documentaries, International Movies, Sports Movies","Inscrutable, incomparable or both? Famed French footballer Nicolas Anelka’s controversial legacy is explored in this in-depth documentary."
s514,Movie,Anesthesia,Tim Blake Nelson,"Sam Waterston, Tim Blake Nelson, Jessica Hecht, Kristen Stewart, Corey Stoll, K. Todd Freeman, Glenn Close, Gretchen Mol, Michael Kenneth Williams, Gloria Reuben, Mickey Sumner, Yul Vazquez, Hannah Marks, Ben Konigsberg",United States,30-Dec-18,2015,R,90 min,"Dramas, Independent Movies","After a popular professor is attacked on a New York street, the story of how a series of intertwined events led to the life-altering assault unfolds."
s515,Movie,Angamaly Diaries,Lijo Jose Pellissery,"Antony Varghese, Sarath Kumar, Tito Wilson, Reshma Rajan, Vineeth Vishwam, Kichu Tellus, Bitto Davis, Ullas Jose Chemban, Merin Jose Pottackal, Binny Rinky Benjamin, Amrutha Anna Reji",India,01-Jul-18,2017,TV-14,128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law."
s516,TV Show,Angel 'N' Devil,,"Simon Lian, Teddy Chen, Sylvia Wang, Cosmos Lin, Ting Liu, Lucia Chen, Allie Ji, Sunnee Yang, Na Wei-hsun",Taiwan,30-Apr-19,2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies","In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons."
s517,TV Show,Angel Beats!,,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,15-Jul-19,2010,TV-PG,1 Season,"Anime Series, International TV Shows","In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world."
s518,Movie,Angel Eyes,Luis Mandoki,"Jennifer Lopez, Jim Caviezel, Sonia Braga, Terrence Howard, Jeremy Sisto, Monet Mazur, Victor Argo, Shirley Knight",United States,05-Sep-20,2001,R,103 min,"Dramas, Romantic Movies","When a violent assault leaves her vulnerable, a streetwise Chicago cop receives help from a haunted loner who's struggling with traumas of his own."
s519,Movie,Angel Has Fallen,Ric Roman Waugh,"Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo",United States,04-Apr-20,2019,R,121 min,Action & Adventure,Secret Service agent Mike Banning is caught in the crossfire when he’s framed for a deadly attack on the president and forced to run for his life.
s520,Movie,Angela's Christmas,Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane","Ireland, Canada",30-Nov-18,2018,TV-Y,30 min,Children & Family Movies,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.
s521,Movie,Angela's Christmas Wish,Damien O’Connor,"Lucy O'Connell, Brendan Mullins, Ruth Negga, Lola Metcalfe, Jared Harris, Moe Dunford, Oscar Butler, Shona Hamill, Pat Kinevane, Janet Moran, Anya O'Connor",United States,01-Dec-20,2020,TV-Y,48 min,Children & Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
s522,Movie,Angels & Demons,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, Nikolaj Lie Kaas, Armin Mueller-Stahl, Thure Lindhardt, David Pasquesi, Cosimo Fusco","United States, Italy",01-Dec-20,2009,PG-13,139 min,Thrillers,A Harvard symbologist races to uncover clues that will help stop an attack on the Vatican by a secret society looking to retaliate for old persecutions.
s523,Movie,Anger Management,Peter Segal,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon",United States,01-Nov-19,2003,PG-13,105 min,Comedies,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own."
s524,TV Show,Angry Birds,,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,16-Mar-19,2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal."
s525,Movie,Angry Indian Goddesses,Pan Nalin,"Amrit Maghera, Rajshri Deshpande, Pavleen Gujral, Anushka Manchanda, Sandhya Mridul, Sarah-Jane Dias, Tannishtha Chatterjee, Adil Hussain, Arjun Mathur, Anuj Choudhry","India, Germany",14-Mar-17,2015,TV-MA,104 min,"Dramas, Independent Movies, International Movies","A photographer invites a close-knit group of female pals to her Goa home to announce her engagement, which stirs up a riot of emotion in all of them."
s526,Movie,Angu Vaikuntapurathu (Malayalam),Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Tabu, Sushanth, Nivetha Pethuraj, Jayaram, Murli Sharma",,05-Mar-20,2020,TV-14,162 min,"Action & Adventure, Comedies, Dramas","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire’s son."
s527,Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,"Subodh Bhave, Vaidehi Parshurami, Nandita Patkar, Sonali Kulkarni, Sumeet Raghvan, Prasad Oak, Anand Ingale, Suhas Palshikar",India,10-Sep-20,2018,TV-14,157 min,"Dramas, International Movies","From his singular career to his personal demons, this biopic chronicles the short yet prolific life of the Marathi dentist-turned-superstar."
s528,Movie,ANIMA,Paul Thomas Anderson,Thom Yorke,United Kingdom,27-Jun-19,2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud."
s529,Movie,Animal Crackers,"Tony Bancroft, Scott Christian Sava","Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-Symoné, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor","China, Spain, South Korea, United States",24-Jul-20,2020,TV-Y7,106 min,"Children & Family Movies, Comedies","Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands."
s530,Movie,Animal World,Han Yan,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,28-Sep-18,2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
s531,Movie,Animas,"Laura Alvea, José Ortuño","Clare Durant, Iván Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ángela Molina","Spain, Belgium",25-Jan-19,2018,TV-MA,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
s532,TV Show,Anitta: Made In Honório,"Andrucha Waddington, Pedro Waddington",Anitta,Brazil,16-Dec-20,2020,TV-MA,1 Season,"Docuseries, International TV Shows","In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits."
s533,Movie,Anjaan,N. Linguswamy,"Suriya, Samantha Ruth Prabhu, Vidyut Jammwal, Manoj Bajpayee, Soori",India,01-Oct-18,2014,TV-14,146 min,"Action & Adventure, Dramas, International Movies","Mild-mannered Krishna comes to Mumbai to search for his gang-leader brother, and quickly finds himself in way over his head."
s534,TV Show,Anjaan: Rural Myths,,,India,15-Dec-18,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Thrillers","Spine-chilling stories of malevolent spirits unfold in villages, jungles and haunted buildings across India."
s535,TV Show,Anjaan: Special Crimes Unit,,"Gashmeer Mahajani, Heena Parmar",India,01-May-18,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries","The cases are supernatural; the police officers human. Together, cops Aditi and Vikrant must solve mysteries from the realm of the paranormal."
s536,Movie,Anjelah Johnson: Not Fancy,Jay Karas,Anjelah Johnson-Reyes,United States,02-Oct-15,2015,TV-14,64 min,Stand-Up Comedy,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson."
s537,Movie,Ankhon Dekhi,Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur, Maya Sarao, Chandrachoor Rai, Namit Das, Brijendra Kala, Alka Chawla, Manu Rishi Chadha",India,28-Sep-20,2013,TV-PG,104 min,"Dramas, Independent Movies, International Movies","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions."
s538,Movie,Ankur Arora Murder Case,Sohail Tatari,"Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya",India,15-Oct-17,2013,TV-14,127 min,"Dramas, International Movies, Thrillers",A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
